"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent
Israel,4798654,0.0,12284.0,0.0,4781252.0,0.0,5118.0,514546.0,1317.0,41373364.0,4436346.0,9326000.0,Asia
DPRK,4772813,0.0,74.0,0.0,4772739.0,0.0,0.0,183636.0,3.0,0.0,0.0,25990679.0,Asia
Thailand,4728035,0.0,33911.0,0.0,4692636.0,0.0,1488.0,67468.0,484.0,17270775.0,246450.0,70078203.0,Asia
Belgium,4717655,0.0,33717.0,0.0,4658897.0,557.0,25041.0,404315.0,2890.0,36709556.0,3146099.0,11668278.0,Europe
Czechia,4609820,1678.0,42436.0,2.0,4558089.0,884.0,9295.0,429348.0,3952.0,56998352.0,5308699.0,10736784.0,Europe
Canada,4591149,0.0,51249.0,0.0,4499195.0,1575.0,40705.0,119597.0,1335.0,66343123.0,1728207.0,38388419.0,North America
Peru,4485684,68.0,219429.0,23.0,4264334.0,0.0,1921.0,133169.0,6514.0,38024834.0,1128862.0,33684208.0,South America
Switzerland,4389655,0.0,14452.0,0.0,4371249.0,0.0,3954.0,500323.0,1647.0,23833472.0,2716487.0,8773637.0,Europe
Philippines,4076307,77.0,66111.0,3.0,4000971.0,134.0,9225.0,36231.0,588.0,34593073.0,307469.0,112508994.0,Asia
South Africa,4063237,0.0,102595.0,0.0,3912506.0,0.0,48136.0,66878.0,1689.0,26795090.0,441027.0,60756135.0,Africa
Romania,3340342,0.0,67704.0,0.0,3260101.0,0.0,12537.0,175518.0,3558.0,26676248.0,1401701.0,19031335.0,Europe
Denmark,3175195,66.0,8265.0,10.0,3166012.0,90.0,918.0,544168.0,1416.0,129195966.0,22141743.0,5834950.0,Europe
Hong Kong,2883346,96.0,13457.0,6.0,2846874.0,2271.0,23015.0,379173.0,1770.0,76127725.0,10011143.0,7604299.0,Asia
Sweden,2697827,0.0,23633.0,0.0,2670577.0,140.0,3617.0,264002.0,2313.0,19469139.0,1905196.0,10218971.0,Europe
Serbia,2491704,0.0,17821.0,0.0,2460149.0,0.0,13734.0,287958.0,2060.0,12387136.0,1431540.0,8653016.0,Europe
Iraq,2465545,0.0,25375.0,0.0,2439497.0,0.0,673.0,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia
Singapore,2222006,0.0,1722.0,0.0,2149583.0,0.0,70701.0,373852.0,290.0,24756666.0,4165302.0,5943546.0,Asia
New Zealand,2216852,0.0,3904.0,0.0,2205354.0,0.0,7594.0,452585.0,797.0,7768604.0,1586011.0,4898203.0,Australia/Oceania
Hungary,2194969,0.0,48745.0,0.0,2142682.0,0.0,3542.0,228494.0,5074.0,11394556.0,1186160.0,9606259.0,Europe
Bangladesh,2037773,0.0,29445.0,0.0,1998448.0,0.0,9880.0,12138.0,175.0,15254399.0,90862.0,167885689.0,Asia
Slovakia,1862889,110.0,21021.0,4.0,1840687.0,105.0,1181.0,341176.0,3850.0,7402963.0,1355806.0,5460193.0,Europe
Georgia,1825598,0.0,16965.0,0.0,1776548.0,0.0,32085.0,459995.0,4275.0,16920079.0,4263340.0,3968738.0,Asia
Jordan,1746997,0.0,14122.0,0.0,1731007.0,0.0,1868.0,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia
Ireland,1702523,0.0,8629.0,0.0,1692179.0,115.0,1715.0,339135.0,1719.0,13024205.0,2594360.0,5020199.0,Europe
Pakistan,1576962,23.0,30643.0,0.0,1538689.0,0.0,7630.0,6872.0,134.0,30570862.0,133213.0,229488994.0,Asia
Norway,1478979,0.0,5112.0,0.0,1473203.0,0.0,664.0,268351.0,928.0,11002430.0,1996315.0,5511370.0,Europe
Finland,1462169,0.0,8892.0,0.0,1451778.0,76.0,1499.0,263219.0,1601.0,12047792.0,2168835.0,5554960.0,Europe
Kazakhstan,1407823,0.0,13846.0,0.0,1383020.0,0.0,10957.0,73305.0,721.0,11575012.0,602707.0,19205043.0,Asia
Slovenia,1328222,585.0,7071.0,0.0,1317265.0,379.0,3886.0,639172.0,3403.0,2837248.0,1365352.0,2078034.0,Europe
Lithuania,1304750,618.0,9587.0,1.0,1289339.0,383.0,5824.0,490193.0,3602.0,10376092.0,3898283.0,2661708.0,Europe
Bulgaria,1296773,0.0,38216.0,0.0,1255613.0,0.0,2944.0,189459.0,5583.0,11052747.0,1614813.0,6844597.0,Europe
Morocco,1272446,0.0,16296.0,0.0,1256083.0,0.0,67.0,33687.0,431.0,12982046.0,343688.0,37772756.0,Africa
Croatia,1268992,0.0,17971.0,0.0,1250549.0,0.0,472.0,312615.0,4427.0,5503682.0,1355825.0,4059286.0,Europe
Guatemala,1235996,0.0,20169.0,0.0,1214657.0,0.0,1170.0,66508.0,1085.0,6917051.0,372204.0,18584039.0,North America
Lebanon,1231840,0.0,10828.0,0.0,1087587.0,0.0,133425.0,184273.0,1620.0,4795578.0,717380.0,6684849.0,Asia
Costa Rica,1199055,0.0,9214.0,0.0,860711.0,0.0,329130.0,231373.0,1778.0,4659757.0,899158.0,5182354.0,North America
Bolivia,1192933,0.0,22365.0,0.0,1157318.0,0.0,13250.0,99472.0,1865.0,2705422.0,225590.0,11992656.0,South America
Tunisia,1150793,0.0,29330.0,0.0,,,,95528.0,2435.0,5001397.0,415169.0,12046656.0,Africa
Cuba,1112593,0.0,8530.0,0.0,1103971.0,0.0,92.0,98410.0,754.0,14317196.0,1266375.0,11305652.0,North America
Ecuador,1056578,0.0,36008.0,0.0,1020570.0,0.0,0.0,58331.0,1988.0,3082403.0,170173.0,18113361.0,South America
UAE,1051930,0.0,2349.0,0.0,1035074.0,0.0,14507.0,104340.0,233.0,199206191.0,19759020.0,10081785.0,Asia
Uruguay,1034303,0.0,7617.0,0.0,1026186.0,0.0,500.0,295852.0,2179.0,6114822.0,1749083.0,3496016.0,South America
Panama,1031273,0.0,8604.0,0.0,1022299.0,0.0,370.0,231905.0,1935.0,7532271.0,1693801.0,4446964.0,North America
Mongolia,1007896,0.0,2179.0,0.0,1005711.0,2.0,6.0,298364.0,645.0,4030048.0,1193000.0,3378078.0,Asia
Nepal,1001145,2.0,12020.0,0.0,989117.0,2.0,8.0,33122.0,398.0,6013280.0,198947.0,30225582.0,Asia
Belarus,994037,0.0,7118.0,0.0,985592.0,0.0,1327.0,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe
Latvia,975999,22.0,6241.0,2.0,969435.0,33.0,323.0,527899.0,3376.0,7864578.0,4253797.0,1848837.0,Europe
Saudi Arabia,829388,0.0,9615.0,0.0,816685.0,0.0,3088.0,23138.0,268.0,45140040.0,1259315.0,35844909.0,Asia
Azerbaijan,828512,0.0,10117.0,0.0,818238.0,0.0,157.0,80436.0,982.0,7522178.0,730294.0,10300205.0,Asia
Paraguay,808327,0.0,19870.0,0.0,,,,110641.0,2720.0,2657506.0,363751.0,7305843.0,South America
Bahrain,707105,0.0,1548.0,0.0,706013.0,0.0,-456.0,396363.0,868.0,10735877.0,6017926.0,1783983.0,Asia
Sri Lanka,672029,0.0,16830.0,0.0,655197.0,0.0,2.0,31147.0,780.0,6486117.0,300619.0,21575842.0,Asia
Kuwait,663456,0.0,2570.0,0.0,660237.0,0.0,649.0,151463.0,587.0,8455743.0,1930391.0,4380326.0,Asia
Dominican Republic,660533,0.0,4384.0,0.0,644785.0,0.0,11364.0,59742.0,397.0,3740928.0,338350.0,11056370.0,North America
Cyprus,649093,0.0,1305.0,0.0,642855.0,0.0,4933.0,530570.0,1067.0,9640118.0,7879860.0,1223387.0,Asia
Myanmar,633914,0.0,19490.0,0.0,614398.0,0.0,26.0,11478.0,353.0,10047850.0,181937.0,55227143.0,Asia
Palestine,621008,0.0,5404.0,0.0,615445.0,0.0,159.0,116173.0,1011.0,3078533.0,575907.0,5345541.0,Asia
Estonia,615119,271.0,2940.0,6.0,524990.0,0.0,87189.0,465326.0,2224.0,3675293.0,2780290.0,1321910.0,Europe
Moldova,603750,0.0,11974.0,0.0,504142.0,0.0,87634.0,150442.0,2984.0,3216305.0,801437.0,4013171.0,Europe
Venezuela,551981,0.0,5853.0,0.0,545871.0,0.0,257.0,18860.0,200.0,3359014.0,114771.0,29266991.0,South America
Egypt,515698,0.0,24613.0,0.0,442182.0,0.0,48903.0,4858.0,232.0,3693367.0,34792.0,106156692.0,Africa
Libya,507174,0.0,6437.0,0.0,500734.0,0.0,3.0,72034.0,914.0,2483676.0,352758.0,7040745.0,Africa
China,503302,0.0,5272.0,0.0,379053.0,0.0,118977.0,347.0,4.0,160000000.0,110461.0,1448471400.0,Asia
Ethiopia,499974,0.0,7572.0,0.0,487236.0,0.0,5166.0,4138.0,63.0,5487912.0,45425.0,120812698.0,Africa
Qatar,494056,0.0,686.0,0.0,493016.0,0.0,354.0,165795.0,230.0,4065369.0,1364257.0,2979915.0,Asia
Réunion,486588,0.0,921.0,0.0,418572.0,0.0,67095.0,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa
Honduras,472116,0.0,11111.0,0.0,,,,46190.0,1087.0,1633222.0,159787.0,10221247.0,North America
Armenia,446819,0.0,8721.0,0.0,435162.0,0.0,2936.0,150345.0,2934.0,3242901.0,1091164.0,2971966.0,Asia
Bosnia and Herzegovina,401575,0.0,16278.0,0.0,379084.0,0.0,6213.0,123588.0,5010.0,1884721.0,580036.0,3249317.0,Europe
Oman,399449,0.0,4628.0,0.0,384669.0,0.0,10152.0,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia
North Macedonia,346852,0.0,9662.0,0.0,337068.0,0.0,122.0,166651.0,4642.0,2226216.0,1069626.0,2081304.0,Europe
Kenya,342912,0.0,5688.0,0.0,337198.0,0.0,26.0,6100.0,101.0,3967062.0,70569.0,56215221.0,Africa
Zambia,342831,0.0,4055.0,0.0,338289.0,0.0,487.0,17608.0,208.0,3923997.0,201538.0,19470234.0,Africa
Albania,334380,0.0,3596.0,0.0,329140.0,0.0,1644.0,116656.0,1255.0,1941032.0,677173.0,2866374.0,Europe
Botswana,329727,0.0,2801.0,0.0,326868.0,0.0,58.0,135070.0,1147.0,2026898.0,830300.0,2441162.0,Africa
Luxembourg,297757,0.0,1133.0,0.0,288991.0,0.0,7633.0,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe
Montenegro,288197,0.0,2804.0,0.0,284604.0,0.0,789.0,458949.0,4465.0,2715954.0,4325112.0,627950.0,Europe
Brunei,277992,0.0,225.0,0.0,243601.0,0.0,34166.0,624097.0,505.0,717784.0,1611437.0,445431.0,Asia
Algeria,271440,0.0,6881.0,0.0,182791.0,0.0,81768.0,5985.0,152.0,230861.0,5091.0,45350148.0,Africa
Nigeria,266593,0.0,3155.0,0.0,259850.0,0.0,3588.0,1230.0,15.0,5708974.0,26339.0,216746934.0,Africa
Zimbabwe,263921,0.0,5663.0,0.0,257205.0,0.0,1053.0,17214.0,369.0,2525756.0,164744.0,15331428.0,Africa
Uzbekistan,250932,0.0,1637.0,0.0,241486.0,0.0,7809.0,7298.0,48.0,1377915.0,40077.0,34382084.0,Asia
Mozambique,233098,0.0,2242.0,0.0,228805.0,0.0,2051.0,7044.0,68.0,1371127.0,41437.0,33089461.0,Africa
Martinique,229807,0.0,1098.0,0.0,,,,614314.0,2935.0,828928.0,2215870.0,374087.0,North America
Laos,218015,0.0,758.0,0.0,,,,29142.0,101.0,1233207.0,164845.0,7481023.0,Asia
Afghanistan,209322,16.0,7896.0,0.0,190858.0,48.0,10568.0,5136.0,194.0,1200420.0,29455.0,40754388.0,Asia
Iceland,208999,0.0,229.0,0.0,,,,605105.0,663.0,1996384.0,5780036.0,345393.0,Europe
Kyrgyzstan,206633,0.0,2991.0,0.0,196406.0,0.0,7236.0,30711.0,445.0,1907195.0,283460.0,6728271.0,Asia
Guadeloupe,201852,0.0,1010.0,0.0,,,,504890.0,2526.0,938039.0,2346306.0,399794.0,North America
El Salvador,201785,0.0,4230.0,0.0,179410.0,0.0,18145.0,30805.0,646.0,2610114.0,398467.0,6550389.0,North America
Trinidad and Tobago,188737,0.0,4339.0,0.0,184363.0,0.0,35.0,134181.0,3085.0,895520.0,636663.0,1406585.0,North America
Maldives,185732,0.0,311.0,0.0,163687.0,0.0,21734.0,343322.0,575.0,2213831.0,4092223.0,540985.0,Asia
Ghana,171172,0.0,1462.0,0.0,169697.0,0.0,13.0,5284.0,45.0,2529956.0,78096.0,32395450.0,Africa
Namibia,171121,0.0,4090.0,0.0,166689.0,0.0,342.0,64969.0,1553.0,1062663.0,403460.0,2633874.0,Africa
Uganda,170504,0.0,3630.0,0.0,100431.0,0.0,66443.0,3520.0,75.0,3012408.0,62198.0,48432863.0,Africa
Jamaica,154065,0.0,3500.0,0.0,102393.0,0.0,48172.0,51611.0,1172.0,1183986.0,396633.0,2985094.0,North America
Cambodia,138717,2.0,3056.0,0.0,135656.0,4.0,5.0,8080.0,178.0,3091420.0,180062.0,17168639.0,Asia
Rwanda,133180,0.0,1468.0,0.0,131634.0,0.0,78.0,9792.0,108.0,6021981.0,442778.0,13600464.0,Africa
Cameroon,124392,0.0,1965.0,0.0,122344.0,0.0,83.0,4457.0,70.0,1751774.0,62762.0,27911548.0,Africa
Malta,117338,0.0,827.0,0.0,115923.0,0.0,588.0,264255.0,1862.0,2111209.0,4754622.0,444033.0,Europe
Barbados,106645,0.0,575.0,0.0,106057.0,0.0,13.0,370266.0,1996.0,794426.0,2758203.0,288023.0,North America
Angola,105255,0.0,1933.0,0.0,103298.0,0.0,24.0,3005.0,55.0,1499795.0,42818.0,35027343.0,Africa
Channel Islands,101320,0.0,227.0,0.0,100975.0,0.0,118.0,574171.0,1286.0,1252808.0,7099551.0,176463.0,Europe
French Guiana,98041,0.0,420.0,0.0,11254.0,0.0,86367.0,312065.0,1337.0,651257.0,2072951.0,314169.0,South America
DRC,95646,0.0,1464.0,0.0,84282.0,0.0,9900.0,1004.0,15.0,846704.0,8890.0,95240792.0,Africa
Senegal,88917,0.0,1971.0,0.0,86938.0,0.0,8.0,5037.0,112.0,1146543.0,64946.0,17653671.0,Africa
Malawi,88681,0.0,2686.0,0.0,85542.0,0.0,453.0,4394.0,133.0,624784.0,30959.0,20180839.0,Africa
Ivory Coast,88185,0.0,834.0,0.0,87313.0,0.0,38.0,3179.0,30.0,1678735.0,60512.0,27742298.0,Africa
Suriname,82227,0.0,1400.0,0.0,,,,137773.0,2346.0,240907.0,403644.0,596831.0,South America
New Caledonia,79881,5.0,314.0,0.0,79558.0,1.0,9.0,274585.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania
French Polynesia,77957,0.0,649.0,0.0,,,,274338.0,2284.0,0.0,0.0,284164.0,Australia/Oceania
Eswatini,74199,0.0,1423.0,0.0,72726.0,0.0,50.0,62625.0,1201.0,1048704.0,885119.0,1184817.0,Africa
Guyana,73066,0.0,1298.0,0.0,71742.0,0.0,26.0,92017.0,1635.0,721408.0,908523.0,794045.0,South America
Belize,70757,0.0,688.0,0.0,70056.0,0.0,13.0,171661.0,1669.0,576016.0,1397453.0,412190.0,North America
Fiji,68889,0.0,883.0,0.0,66850.0,0.0,1156.0,75747.0,971.0,668445.0,734986.0,909466.0,Australia/Oceania
Madagascar,67865,0.0,1422.0,0.0,66433.0,0.0,10.0,2326.0,49.0,525461.0,18009.0,29178077.0,Africa
Sudan,63787,0.0,5011.0,0.0,58438.0,0.0,338.0,1387.0,109.0,562941.0,12240.0,45992020.0,Africa
Mauritania,63667,0.0,997.0,0.0,62439.0,0.0,231.0,12988.0,203.0,1009957.0,206030.0,4901981.0,Africa
Cabo Verde,63243,0.0,413.0,0.0,62770.0,0.0,60.0,111406.0,728.0,401622.0,707482.0,567678.0,Africa
Bhutan,62615,0.0,21.0,0.0,61564.0,0.0,1030.0,79467.0,27.0,2303734.0,2923739.0,787941.0,Asia
Syria,57467,0.0,3164.0,0.0,54303.0,0.0,0.0,2968.0,163.0,146269.0,7553.0,19364809.0,Asia
Burundi,53609,0.0,38.0,0.0,53569.0,0.0,2.0,4246.0,3.0,345742.0,27386.0,12624840.0,Africa
Seychelles,50665,0.0,172.0,0.0,50440.0,0.0,53.0,509575.0,1730.0,0.0,0.0,99426.0,Africa
Gabon,48981,0.0,306.0,0.0,48674.0,0.0,1.0,21008.0,131.0,1621909.0,695641.0,2331533.0,Africa
Andorra,47866,0.0,165.0,0.0,47563.0,0.0,138.0,617921.0,2130.0,249838.0,3225256.0,77463.0,Europe
Papua New Guinea,46792,0.0,670.0,0.0,43982.0,0.0,2140.0,5036.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania
Curaçao,45986,0.0,295.0,0.0,44720.0,0.0,971.0,277812.0,1782.0,496693.0,3000640.0,165529.0,North America
Aruba,44026,0.0,236.0,0.0,42438.0,0.0,1352.0,409129.0,2193.0,177885.0,1653068.0,107609.0,North America
Tanzania,42823,0.0,846.0,0.0,,,,677.0,13.0,0.0,0.0,63298550.0,Africa
Mayotte,42004,0.0,188.0,0.0,,,,146734.0,657.0,176919.0,618038.0,286259.0,Africa
Mauritius,41717,0.0,1043.0,0.0,40012.0,0.0,662.0,32726.0,818.0,358675.0,281374.0,1274727.0,Africa
Togo,39377,0.0,290.0,0.0,39074.0,0.0,13.0,4536.0,33.0,808297.0,93113.0,8680837.0,Africa
Guinea,38267,0.0,467.0,0.0,37757.0,0.0,43.0,2760.0,34.0,660107.0,47607.0,13865691.0,Africa
Isle of Man,38008,0.0,116.0,0.0,,,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe
Bahamas,37491,0.0,833.0,0.0,36366.0,0.0,292.0,93607.0,2080.0,257839.0,643767.0,400516.0,North America
Lesotho,34790,0.0,723.0,0.0,25980.0,0.0,8087.0,15990.0,332.0,431221.0,198199.0,2175699.0,Africa
Faeroe Islands,34658,0.0,28.0,0.0,,,,703959.0,569.0,778000.0,15802409.0,49233.0,Europe
Haiti,34143,0.0,860.0,0.0,33044.0,0.0,239.0,2923.0,74.0,132422.0,11337.0,11680283.0,North America
Mali,33002,0.0,743.0,0.0,32090.0,0.0,169.0,1537.0,35.0,795475.0,37044.0,21473764.0,Africa
Cayman Islands,31472,0.0,37.0,0.0,8553.0,0.0,22882.0,467797.0,550.0,222773.0,3311280.0,67277.0,North America
Saint Lucia,29882,0.0,409.0,0.0,29095.0,0.0,378.0,161426.0,2209.0,210983.0,1139752.0,185113.0,North America
Benin,27990,0.0,163.0,0.0,27825.0,0.0,2.0,2189.0,13.0,604310.0,47268.0,12784726.0,Africa
Somalia,27324,0.0,1361.0,0.0,13182.0,0.0,12781.0,1622.0,81.0,400466.0,23778.0,16841795.0,Africa
Congo,25375,0.0,386.0,0.0,24006.0,0.0,983.0,4377.0,67.0,347815.0,59991.0,5797805.0,Africa
Solomon Islands,24575,0.0,153.0,0.0,,,,34077.0,212.0,0.0,0.0,721159.0,Australia/Oceania
Micronesia,23671,0.0,60.0,0.0,,,,201474.0,511.0,54967.0,467848.0,117489.0,Australia/Oceania
San Marino,23536,0.0,122.0,0.0,23276.0,0.0,138.0,690509.0,3579.0,157634.0,4624732.0,34085.0,Europe
Timor-Leste,23418,0.0,138.0,0.0,23102.0,0.0,178.0,17101.0,101.0,278529.0,203391.0,1369429.0,Asia
Burkina Faso,22056,0.0,396.0,0.0,21596.0,0.0,64.0,998.0,18.0,248995.0,11265.0,22102838.0,Africa
Liechtenstein,21421,8.0,89.0,0.0,21294.0,1.0,38.0,558027.0,2318.0,112457.0,2929559.0,38387.0,Europe
Gibraltar,20423,0.0,111.0,0.0,16579.0,0.0,3733.0,605952.0,3293.0,534283.0,15852213.0,33704.0,Europe
Grenada,19680,0.0,238.0,0.0,19358.0,0.0,84.0,173430.0,2097.0,182981.0,1612523.0,113475.0,North America
Bermuda,18799,0.0,160.0,0.0,18632.0,0.0,7.0,303508.0,2583.0,1027337.0,16586270.0,61939.0,North America
Nicaragua,18491,0.0,225.0,0.0,4225.0,0.0,14041.0,2728.0,33.0,0.0,0.0,6779100.0,North America
South Sudan,18368,0.0,138.0,0.0,18115.0,0.0,115.0,1581.0,12.0,410280.0,35313.0,11618511.0,Africa
Tajikistan,17786,0.0,125.0,0.0,17264.0,0.0,397.0,1786.0,13.0,0.0,0.0,9957464.0,Asia
Equatorial Guinea,17229,0.0,183.0,0.0,16907.0,0.0,139.0,11512.0,122.0,365697.0,244342.0,1496662.0,Africa
Tonga,16801,0.0,13.0,0.0,15638.0,0.0,1150.0,155927.0,121.0,535009.0,4965327.0,107749.0,Australia/Oceania
Samoa,16607,0.0,29.0,0.0,1605.0,0.0,14973.0,82116.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania
Monaco,16106,0.0,67.0,0.0,15992.0,0.0,47.0,404846.0,1684.0,78646.0,1976875.0,39783.0,Europe
Dominica,15760,0.0,74.0,0.0,15673.0,0.0,13.0,217848.0,1023.0,229344.0,3170187.0,72344.0,North America
Djibouti,15690,0.0,189.0,0.0,15427.0,0.0,74.0,15441.0,186.0,305941.0,301094.0,1016097.0,Africa
Marshall Islands,15598,0.0,17.0,0.0,15528.0,0.0,53.0,259720.0,283.0,0.0,0.0,60057.0,Australia/Oceania
CAR,15368,0.0,113.0,0.0,15200.0,0.0,55.0,3063.0,23.0,81294.0,16205.0,5016678.0,Africa
Gambia,12586,0.0,372.0,0.0,12189.0,0.0,25.0,4919.0,145.0,155686.0,60851.0,2558482.0,Africa
Saint Martin,12257,0.0,63.0,0.0,1399.0,0.0,10795.0,308507.0,1586.0,112382.0,2828643.0,39730.0,North America
Vanuatu,12014,0.0,14.0,0.0,11976.0,0.0,24.0,37330.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania
Greenland,11971,0.0,21.0,0.0,2761.0,0.0,9189.0,210117.0,369.0,164926.0,2894810.0,56973.0,North America
Yemen,11945,0.0,2159.0,0.0,9124.0,0.0,662.0,383.0,69.0,329592.0,10579.0,31154867.0,Asia
Caribbean Netherlands,11672,0.0,38.0,0.0,10476.0,0.0,1158.0,438023.0,1426.0,30126.0,1130559.0,26647.0,North America
Sint Maarten,11016,0.0,91.0,0.0,10905.0,0.0,20.0,250557.0,2070.0,62056.0,1411454.0,43966.0,North America
Eritrea,10189,0.0,103.0,0.0,10086.0,0.0,0.0,2782.0,28.0,23693.0,6470.0,3662244.0,Africa
Niger,9931,0.0,312.0,0.0,8890.0,0.0,729.0,381.0,12.0,254538.0,9759.0,26083660.0,Africa
St. Vincent Grenadines,9589,0.0,123.0,0.0,9466.0,0.0,0.0,85961.0,1103.0,113703.0,1019292.0,111551.0,North America
Antigua and Barbuda,9106,0.0,146.0,0.0,8954.0,0.0,6.0,91509.0,1467.0,18901.0,189943.0,99509.0,North America
Comoros,8998,0.0,161.0,0.0,8837.0,0.0,0.0,9916.0,177.0,0.0,0.0,907419.0,Africa
Guinea-Bissau,8953,0.0,176.0,0.0,8660.0,0.0,117.0,4339.0,85.0,145231.0,70385.0,2063367.0,Africa
Liberia,8077,0.0,294.0,0.0,7768.0,0.0,15.0,1522.0,55.0,139824.0,26356.0,5305117.0,Africa
Sierra Leone,7760,0.0,126.0,0.0,,,,934.0,15.0,259958.0,31296.0,8306436.0,Africa
Chad,7678,0.0,194.0,0.0,4874.0,0.0,2610.0,441.0,11.0,191341.0,10988.0,17413580.0,Africa
British Virgin Islands,7305,0.0,64.0,0.0,,,,238757.0,2092.0,107339.0,3508269.0,30596.0,North America
Cook Islands,7025,0.0,2.0,0.0,7012.0,0.0,11.0,399806.0,114.0,19690.0,1120596.0,17571.0,Australia/Oceania
Saint Kitts and Nevis,6596,0.0,46.0,0.0,6546.0,0.0,4.0,122441.0,854.0,126927.0,2356129.0,53871.0,North America
